"순번","국가명","무역관명","무역관주소","공항무역관이동"
69.0,쿠바,아바나 무역관,"  ㅇ 주소: Avenida 3ra, e/.76 y 78, Edificio Santa Clara, Oficina 412, Miramar Trade Center, Habana, Cuba     ㅇ 전화: (53-7) 204-1020, 1117, 1165   ㅇ 팩스: (53-7) 204-1209 ","공항에 도착하면 입국수속을 마친 후 환전소(CADECA)에서 환전 후 택시를 이용해 이동하는 것이 사실상 유일한 교통편이다. 공항에서 무역관까지 택시요금은 소형차량은 USD 25, 중형 밴은 USD 50 수준이다.   * 참고사항: 공항에서 영업활동을 하는 택시기사가 있으나 바가지 요금을 씌울 가능성이 높으므로 절대 사용하지 말고 반드시 공식택시를 탑승해야 한다. "
70.0,미국,뉴욕 무역관,"  ㅇ 주소: 460  Park Avenue, 14th Floor, New York, NY 10022   ㅇ 전화번호: +1-212-826-0900  ㅇ 이메일: kotrakbcny@gmail.com","  ㅇ Manhattan 57th Street, Park Avenue의 교차 지점에 있으며 JFK 공항에서 북서쪽으로 약 15마일 정도 지역에 위치해 있다.  ㅇ 택시이용    - 요금: 콜택시 - $ 70.00+기타 통행료 및 수수료+10~20%(팁)               뉴욕 시내 택시(Yellow Cab) -  $70+기타 통행료 및 수수료+팁    - 소요 시간: 약 1시간   ㅇ 공항 셔틀버스 이용    - 요금 : $19.00    - 승차 : JFK 터미널 NYC Express Bus 탑승    - 하차 : Grand Central, Port Authority Bus Terminal 하차 가능    - 하차 후, Grand Central에서 지역본부까지는 도보 15분, Port Authority 하차 시 택시 또는 지하철 이용 가능하다.    - 소요시간 : 약 1시간 20분       ㅇ 공항 Air Train 이용    - 요금: $ 8.50    - 소요 시간: 공항에서 무역관까지 약 1시간 20분    - 하차 장소: 공항에서 Air Train 승차 후 Jamaica Station 하차                       동 Station에서 지하철 E 라인 승차                        Manhattan 53rd Street, Madison Avenue 하차 또는                         Manhattan 34th Street, 7th Avenue, Penn Station 하차     - Train 서비스 가이드: http://www.panynj.gov/airports/jfk-airtrain.html      * 뉴욕 시내버스 및 지하철 이용 요금:  $2.90 (Metro Card 사용)        ※ 무역관은 건물 14층에 위치해 있다. 무역관의 확인을 위하여 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋다."
71.0,미국,로스앤젤레스 무역관,"  ㅇ 주소: 4801 Wilshire Blvd. Suite 104, Los Angeles, CA 90010  ㅇ 전화번호: +1-323-954-9500  ㅇ 이메일: info.kotrala@gmail.com","  ㅇ LA 무역관은 LA 국제공항에서 북동쪽으로 약 10.1마일 (약 16.2킬로미터) 정도 떨어져 있으며 LA DOWNTOWN으로부터는 서쪽으로 5마일(약 8킬로미터) 떨어진 Wilshire Blvd.와 June St.이 교차하는 지점에 위치해 있다.ㅇ 방법 1(택시 및 라이드셰어링 이용)           - 택시 및 Uber&middot;Lyft와 같은 라이드셰어링 이용객들은 짐을 찾고 밖으로 나온 뒤, 공항을 떠나는 대중교통 전용 터미널인 &#39;LAX-it&#39;으로 이동 필요(1번 터미널 근처에 위치). LAX-it 전용 셔틀버스를 타거나 도보로 이동 가능           - 택시의 경우 1) LAX-it 터미널, 2) 3번 주차건물 내부, 3) 7번 터미널 끝쪽에서 탑승 가능하며, 라이드셰어링의 경우 LAX-it 터미널에서만 탑승 가능           - 택시 운전기사에게 무역관 주소를 알려주거나, 라이드셰어링 호출 시 무역관 주소를 입력하여 요금 확인 가능            - 소요시간은 대략 30분이며 요금 외 Tip 별도   ㅇ 방법 2(렌트카 이용)           - 405번 프리웨이 [북&middot;North]로 진입 후 약 10분간 북진           - 10번 프리웨이 [동&middot;East]로 프리웨이를 변경하셔서 약 20분 동쪽으로 진행           - Crenshaw Blvd로 나가는 출구로 프리웨이에서 벗어나 Crenshaw Blvd 북쪽으로 진행            - Crenshaw Blvd가 끝나는 지점에서 Wilshire Blvd를 만나게 되며 동 지점에서 좌회전하여 약 3-5분간 서쪽으로 진행하면 우측에 무역관 건물 위치 ※ 건물 도착 후 로비에서 방문처를 밝히고 방명록을 작성 후 안내를 받을 수 있으나, 방문 시간 및 휴무 등 확인을 위하여 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것을 권장."
72.0,미국,시카고 무역관,"  ㅇ 주소: 111 E Upper Wacker Dr. Suite 2229, Chicago, IL 6060  ㅇ 전화번호: +1-312-644-4323  ㅇ 이메일: info@kotrachicago.com  ㅇ 홈페이지: www.kotra.or.kr/KBC/chicago","시카고무역관은 시카고 다운타운 시내 중심인 Michigan Avenue와 Wacker Drive가 교차하는 지점에 위치해 있다. O&#39;Hare 국제공항으로부터는 남동쪽으로 약 17.6마일 (약 28.3 킬로미터) 떨어진 곳에 위치하고 있다ㅇ 택시 및 라이드셰어링 이용  - (택시) 각 터미널 지하, 짐 찾는곳 밖으로 나오면 택시 정류장 위치  - (Uber, Lyft 등 라이드셰어링) 터미널 2 Departure하는 곳에 별도의 정류장 위치. 국제선 항공은 Terminal 5를 이용하기 때문에 공항 교통 시스템인 (Airport Transit System)을 타고 터미널 2로 이동 필요 (약 5분 소요)  - 소요시간은 40분-1시간 정도이며, 최근 공사로 인해 교통체중이 더 심할 수 있음  - 요금은 UBER(라이드셰어링) 기준 약 45-80 달러 정도이며, 일반택시의 경우 요금의 15%을 별도로 팁으로 주는 것이 현지 관행  ㅇ 공항 Shuttle 이용(Go Airport Express 기준)   - 공항 셔틀은 우리 나라의 밴정도의 크기로 매일 아침 6:00에서 저녁 11:30까지 5분에서 10분간격으로 운행됨  - 시내 주요호텔과 연결되어 특히 호텔에서 공항, 공항에서 호텔까지의 이동에 편리함  - 요금은 1인당 평균 30-50달러 정도임  - Ticket 구입 및 Pickup 장소는 Terminal 1,2,3의 경우 짐 찾는곳(Baggage Claims) 맞은편에 위치하며 Terminal 5의 경우 세관신고서(US Customs)를 나와 밖에 위치하고 있음 ㅇ 전철(CTA, Chicago Transit Authority) 이용  - Blue Line 전철은 공항과 시카고 다운타운 시내까지 24시간 운영되며 공항 내 전철역은 터미널 1,2,3과는 직접 연결되어 있으나 터미널 5는 공항 교통 시스템인 ATS를 타고 이동해야함  - 요금은 5달러 (학생 0.75달러, 시니어 또는 할인혜택 1.25달러)  - 시카고무역관은 Lake St./Clark 역에서 하차해 약 15분 도보 이동 (총 50분 소요)ㅇ 렌트카 이용  - 공항 내 렌트카 픽업 또는 반납은 &#39;Multi Modal Facility&#39;라는 곳에 위치. 주소는 10255 W. Zemke Blvd. Chicago, IL 60666  - 각 터미널 지하 짐 찾는곳 쪽으로 &quot;렌트카 / 주차장 F&quot;라고 적힌 곳으로 나와서 24시간 무료 공항셔틀버스 (렌트카 브랜드가 적힘)을 타고 이동"
73.0,미국,달라스 무역관,"  ㅇ 주소: The Campus at Legacy, 5360 Legacy Drive, Plano, TX Suite 140  ㅇ 전화번호: +1-940-666-4680  ㅇ 이메일: inquiry@kotradallas.com  ","  ㅇ 택시 이용       - 짐을 찾고 밖으로 나오면 택시 정류장을 쉽게 찾을 수 있으며, 운전사에게 무역관 주소를 보여주면 무역관 앞까지 안내해 준다. 소요시간은 약 25분이며, 요금은 50달러 정도이다. (Tip 별도)   ㅇ 렌터카 이용      - DFW 공항에서 121 고속도로로 22마일 북동 방향으로 이동후 DNT 고속도로로 변경 후 남쪽으로 2마일 이동, Spring Creek Pkwy Exit으로 나온 뒤 Democracy Drive에서 1.5마일 이동한다.  ※ 무역관은 건물의 1층에 소재해 있다. 방문 시간 및 휴무 등 확인을 위하여 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋다."
74.0,미국,워싱턴 무역관,"  ㅇ 주소: 1660 L St. NW, Suite 301, Washington DC 20036  ㅇ 전화번호: +1-202-857-7919  ㅇ 이메일: washington@kotradc.org",  ㅇ 워싱턴 무역관은 17번가와 L 스트리트가 교차하는 코너에 위치해 있다.  ㅇ Dulles 공항으로 부터 출발 시       - 공항버스(Washington Flyer) 이용 시 시내까지 편도요금은 16달러로 약 45분 소요되며 Capital Hilton Hotel 인근에서 하차하면 도보로 약 2블럭 정도 이동시 무역관에 도착할 수 있다.    - 택시 이용 시 시내까지 요금은 약 60달러로 40분 정도 소요된다.    - 지하철 이용 시 약 50분 소요되며 실버 라인 Farragut West 역 하차하면 도보로 약 2블럭 정도 이동시 무역관에 도착할 수 있다. (편도요금 6달러)※ 무역관은 건물의 3층에 소재해 있다. 로비 Security Desk에서 방문처를 밝히고 싸인 후 엘리베이터를 이용하면 3층 301호 워싱턴 무역관에 도착 가능하다.
75.0,미국,실리콘밸리 무역관,"  ㅇ 주소: 3003 North First Street, San Jose, CA 95134, USA  ㅇ 전화번호: +1-408-432-5000  ㅇ 이메일:  infosv@kotra.or.kr  ㅇ 홈페이지: https://www.kotra.or.kr/siliconvalley/index.do","실리콘밸리 무역관은 샌프란시스코 국제공항에서 남동쪽으로 약 32.6마일 (약 52킬로미터) 정도 떨어진 곳에 위치해 있습니다.샌프란시스코 국제공항에서 무역관을 찾아 오시려면 다음의 방법을 이용하시면 됩니다. ① 승용차 이용  - 101 Highway나 280 Highway를 통해 올 수 있으며, 평균적으로 1시간 소요  ② 공항 밴서비스 이용  - 탑승 및 티켓 구매 : International Terminal 3층 Information     * 공항에서 목적지까지 운행하는 밴 서비스    * 온라인 예약(https://www.supershuttle.com)   ③ 우버(Uber)를 이용하는 것이 편리 (출국 전 자신의 스마트폰에 미리 설치)  건물 도착 후 로비 Security Desk에서 방문처를 밝히고 신분증을 제시하면 무역관에 유선으로 확인 후 출입증을 제공해줍니다. 무역관의 확인을 위하여 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋습니다."
76.0,미국,디트로이트 무역관,"  ㅇ 주소: 101 West Big Beaver Road Ste 545, Troy, MI 48084  ㅇ 전화번호: +1-248-619-1601  ㅇ 이메일: dtt_ktc@kotra.or.kr","디트로이트 무역관은 디트로이트 메트로폴리탄 웨인 카운티 공항에서 북동쪽으로 약 35마일(56km) 정도 떨어진 곳에 위치해있다. ㅇ 택시 이용 - 예약을 하기 위해선, Metro Cab에 연락(800-456-1701)하거나 각 터미널의 지상 교통 센터에 위치한 Metro Cars/Metro Cab 키오스크 방문- Metro Cabs는 공항 4층에 위치한 지상 교통 센터 중앙에서 출발 - 공항에서 무역관으로 이동시 약 60-80 달러가 소모되며, 요금의 10-20% 정도의 수고비(팁)가 금액에 가산됨ㅇ 라이드쉐어링(Uber, Lyft) 이용- 스마트폰 앱(Uber, Lyft)를 사용하여 무역관 주소지를 입력하면 무역관 앞까지 안내받을 수 있다. - 소요기간은 차가 막히지 않을 경우 50분 정도이며, 금액은 55-70 달러 수준(팁 별도) ※ 무역관은 Columbia Center(101동) 5층에 위치해 있다. 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의하는 것이 좋다. "
77.0,미국,애틀랜타 무역관,"  ㅇ 주소: 950 East paces Ferry Road, NE, Suite 999, Atlanta, Georgia 30326  ㅇ 전화번호: 1-470-682-3960  ㅇ 이메일: kotraatlanta@kotra.or.kr","애틀랜타 무역관은 애틀랜타 국제공항 (Hartsfield-Jackson Atlanta International Airport) 에서 북쪽으로 약 18 마일 (약 30킬로미터) 정도 떨어진 곳에 위치해 있다.다운타운으로부터 북쪽으로 10마일(약 16킬로미터) 떨어진 East Paces Ferry Rd NE. 와 Oak Valley Rd NE. 가 교차하는 지점에 위치해 있다. ㅇ 택시  이용   - 국제선 터미널 1층 (입국 층)의 A-1 출입문 밖에 택시 탑승소에서 탑승이 가능하다.   - 국내선 터미널은 지상 교통센터 (Ground Transportation Center) 서쪽 커브에 택시 탑승소에서 탑승할 수 있다.   - 공항 &harr; 벅헤드 간 정액요금을 이용하면 1인당 약 $40 (유류 할증과 팁 별도) 요금이 부과돠며, 추가 승객당 $2 추가 된다.   - 소요시간은 30-40분 정도이다. ㅇ 지하철 이용    - 국내선 터미널과 연결되어 있어, 국제선 터미널로 도착한 승객은 무료 셔틀버스를 타고 국내선 터미널로 이동하여 지하철 이용이 가능하다.    - 공항에서 출발하는 노선은 골드와 레드가 있으며, 무역관 방문시에는 골드라인을 이용하여 레녹스 (Lenox)역에 하차 하시면 도보 3분 거리에 무역관이 위치해있다.   ㅇ 그 외 방법    - 라이드쉐어링( Uber, Lyft, Carmel 등) 를 이용하거나, 렌트카를 이용할 수도 있음※ 건물 도착 후에는 로비에서 신분증을 제출하여, 사전에 등록된 방문리스트와 확인절차를 한 후, 안내를 받을 수 있다.  방문자는 반드시 사전에 건물 보안팀에 등록이 되어 있어야 하기 때문에, 방문 시 사전 연락이 반드시 필요하다. 사전 등록이 되어 있지 않은 경우에는 로비에서 무역관으로 전화 연락 후 대기해야 한다."
78.0,오만,KOTRA 무스카트 무역관,"   ㅇ 우편 배송지 주소: P.O. Box149, PC 118, Sultanate of Oman   ㅇ 무역관 방문 주소: 1st Floor, Office No 5-17, Alfardan Building, Al Azaiba, Muscat, Sultanate of Oman   ㅇ 전화번호: +968-2411-7011~2   ㅇ 이메일: muscat@kotra.or.kr","오만은 공항과 시내를 연결하는 지하철이 없으며, 공항버스(Airport-Ruwi 노선-A1)가 신설되어 30분 간격으로 운행 중이나 무더운 날씨와 열악한 도보 환경으로 무스카트 국제공항(Seeb Airport)에서 택시를 이용하는 것이 가장 편리하다. 버스 이용 시 비용은 1 오만 리알이다($2.6).   ㅇ 택시 이용 시카드 결제가 필요한 경우 택시 어플로 이용해야 하며 한국 카드도 등록 후 결제가 가능하다. OTaxi 앱을 사용하여 무역관으로 올 경우 어플을 다운받아 Finaa Alfardan 또는 Maserati Oman &ndash; Alfardan Motors 로 목적지를 설정하면 되며 요금은 약 5리알($13) 전후이다.(흰색+주황색 택시) 공항택시(흰색+빨간색)에는 미터기가 설치되어 있으며 현금 결제만 가능하다. 공항에서 무역관까지 공항택시 이용 시 요금은 약 10 오만 리알 전후(약 $26)이다. 무역관은 공항에서 시내(Ruwi) 방향으로 약 11km 거리에 위치해 있으며 약 15~20분이 소요된다. 택시기사들은 영어가 유창하지 않으나 아자이바의 알 파르단 빌딩, 또는 아자이바 알파르단 마세라티 또는 페라리 쇼룸 빌딩이라고 말하면 이해하는 편이다.   ㅇ 개인 차량 이용 시무스카트 국제공항에서 도시고속도로(Sultan Qaboos Road)를 이용 시 아자이바 시그널(Al Azaiba signal)에서 고가도 밑으로 좌회전, 시내(Ruwi 방향)에서 이용 시, 아자이바 시그널(Al Azaiba signal)에서 우회전해 우측 Alfardan 빌딩에 도착하면 된다. Alfardan 빌딩은 전면에 &#39;Alfardan&#39;이라고 쓰여 있으며 Ground Level에 마세라티, 페라리, SEDAR 매장이 입점해 있다. KOTRA 무스카트 무역관 사무실은 동 건물 1층 5-17로 엘리베이터에서 내린 뒤 왼쪽 복도 끝에 위치해 있다."
79.0,인도네시아,자카르타 무역관,"- 주소: Wisma GKBI, 8th Fl. Suite 801 JL. Jendal Sudirman Kav. 28 Jakarta 10210.- 전화: 62-21-574-1522- 이메일 : jakarta@kotra.or.kr","수카르노 하타 자카르타 국제공항(Seokarno-Hatta International Airport)에서 자카르타 무역관으로 이동 시 보통 택시를 이용한다.택시 기사에게 &#39;Tolong pergi ke Wisma GKBI di Jl. Sudirman(똘롱 뻐르기 끄 위스마 게까베이 디 잘란 수디르만)&#39;이라고 요청하면 되고, 기사가 위치를 잘 모를 경우 &#39;dekat gedung BRI(드깟 그둥 베알이)&#39; 또는 &#39;dekat Semanggi(드깟 스망기)&#39;라고 하면 된다. "
80.0,인도네시아,수라바야 무역관,"- 주소 :  Ciputra World Office Tower 21st floor unit 2010, Jl. Mayjen Sungkono 89, Gn. Sari, Kec, Dukuhpakis,  Surabaya, 60224, Indonesia- 전화 : 62-31-9921-0211- 이메일: info@kotrasby.org ","수라바야 주안다 국제공항(Juanda International Airport)에서 수라바야 무역관으로 이동 시 보통 택시를 이용한다.택시 기사에게 &#39;Tolong pergi ke Ciputra World Office di Jl. Mayjen Sungkono(똘롱 뻐르기 끄 찌뿌뜨라 월드 오피스 디 잘란 성코노)&#39;이라고 요청하면 되고, 기사가 위치를 잘 모를 경우 &#39;dekat Ciputra Mal(드깟 찌뿌뜨라 몰)&#39; 또는 &#39;dekat Hotel Ciputra(드깟 호텔 찌뿌뜨라)&#39;라고 하면 된다."
81.0,체코,프라하 무역관,"  ㅇ 주소: Skretova 12, 120 00 Praha 2, Czech Republic  ㅇ 전화번호: +420-245-005-650  ㅇ 이메일: jangsb15@kotra.or.kr  ㅇ 참고사항: 무역관에 카탈로그 송부 시 체코 통관절차를 고려하여 무역관과 사전 조율후 송부 필요","1) 프라하(바츨라프 하벨 국제공항)공항에서 택시 이용 시택시 승강장에 정차된 택시 이용시 800코루나(37 달러) 정도로 비싼 가격이 적용되며, 카드를 받지 않는 경우도 있어 체코 코루나화 또는 유로 현금을 준비해야 한다. 반면 프라하는 우버, Bolt 등 공유택시 애플리케이션 사용이 편리한 지역으로 이용요금도 일반택시에 비해 훨씬 저렴하다. 우버, Bolt 이용 시 공항~ 무역관 택시요금은 시간대와 수요에 따라 차이가 있지만 평균 300~500코루나(15~23달러) 정도면 이용이 가능하다. 공항~무역관까지 거리는 20km, 소요시간은 30분 정도다. 2) 프라하 대중교통(버스, 지하철, 트램) 이용 시프라하 공항에서 59번 버스(2024년 3월부터 일반버스 119번 -&gt; 트롤리버스 59번으로 변경)를 타고 종점인 지하철역 Nadrazi Veleslavin(A선)에서 하차 후 지하철로 환승해 Muzeum(A선)역에서 하차한다. 무역관은 A선(초록색)과 C선(빨간색)의 환승역인 Museum 역에서 도보 5분 거리의 중앙박물관 뒷편 Panorama Business Center 건물 1층에 위치해 있다. 프라하 시내에서 트램이용 시 트램 11번 또는 13번을 타고 Muzeum 트램역에 하차하면 Panorama business Center 건물 앞에서 내릴 수 있다.  (보험사 VZP 옆 입구) 3) 프라하 대중교통 승차권 구매 방법프라하 대중교통 승차권 구매시 버스/트램/메트로 모두 이용이 가능하며 승차권 종류는 30분, 90분, 24시간, 72시간의 4가지이다. 프라하 공항의 승차권 판매 기계는 카드(비접촉식 결제)와 현금 모두 가능하고 현금은 체코 코루나만 사용할 수 있다. 공항~무역관까지 대중교통 이용 시 40분 정도가 소요되기 때문에 90분 승차권(40 코루나)을 구매해야 한다. 버스 탑승 시 구매한 승차권을 버스 내 노란색 펀칭기계에 넣어 첫 탑승시간을 승차권에 표시해야 한다. 90분 승차권의 경우 펀칭 시간부터 90분간 유효하며 버스, 트램, 메트로를 90분 내 자유롭게 환승 및 이용할 수 있다. 다만 승차권은 첫 탑승 시에만 펀칭해야 하며, 검표원이 불시에 검사를 하기 때문에 펀칭된 대중교통 승차권을 항상 소지해야 한다. 펀칭이 되어 있지 않거나 여러 번 되어 있는 경우 검표원 검사 시 벌금이 부과될 수 있기 때문에 유의해야 한다. 또한, 최근에는 PID Litacka 하는 앱을 휴대폰에 설치하면 출발지와 목적지를 입력해 프라하 대중교통 연결편을 검색할 수 있고, 선택된 여정의 승차권도 앱을 통해 편리하게 구매할 수 있다. 그리고 모든 트램 에 설치된 승차권 판매기에서 비접촉식 결제카드로 승차권 구매도 가능하며, 이 경우 승차권은 펀칭하지 않고 구매시점부터 유효하다."
82.0,튀르키예,이스탄불 무역관,"  ㅇ 주소: Korea Trade Center, Maslak, AKSOY PLAZA, Ahi Evran Cd. NO: 6 D:KAT. 3, 34398 Sarıyer/İstanbul  ㅇ 전화: 90-212-325-3646   ㅇ 팩스: 90-212-325-3642   ㅇ e-mail: kotra@koreatrade.com.tr   ㅇ 비고: 무역관 방문 시 건물 입구에서 신분증을 맡기고 출입증을 받아야 하여 신분증 지참 필수","공항에서 이스탄불 시내로 이동할 수 있는 대중교통은 버스와 택시이며, 지하철 노선은 없다.1) 대중교통 활용 방법이스탄불 공항에서 공항버스를 이용하려면, 짐(baggage)을 찾아 로비로 나온 후  지하1층의 공항버스 탑승지로 이동해야 한다. 공항버스는 총 20개 노선이 있는데 무역관으로 오려면 베시탁시(Besiktasi)가 종점인 15번 승차장(탑승구)에서 타야 한다. 차량은 약 30분 간격으로 출발한다. 요금은 57TL(약 2,500원, 24.5월 기준)으로 15번 승차장 인근에 있는 매표소를 이용하거나 승차 시 직접 지불할 수 있다. 첫 정류장인 4.Levent에서 하차(약 45분 소요)한다. 이후  4.Levent 지하철역에서 지하철을 타고 하지오스만(Haciosman) 방향으로 이동한다. 무역관은 이튀 아야자(ITU Ayazağa) 역에 위치하고 있으며, 하차 후에는 Windowist Tower 출구 방향으로 나와 10분 정도 걸어야 한다. 만일, 14번 정류장에서 탁심(Taksim)방향 버스를 탑승 후 종점인 탁심(Taksim)에서 하차한 경우, Taksim 지하철역에서 지하철을 타고 하지오스만(Haciosman) 방향으로 이동해 이튀 아야자(ITU Ayazağa) 역에서 하차하면 된다.  2) 택시 활용 방법이스탄불 공항에서 택시를 탑승 후 마슬락(Maslak)의 Aksoy Plaza 앞에서 하차하면 된다. 택시 기사들이 마슬락의 지명은 대부분 알고 있으므로, 마슬락으로 이동 후 Google Map 등을 활용 Aksoy Plaza를 찾아 이동하면 된다. 소요시간은  통상 40~60분 정도 소요되나, 교통상황에 따라 편차가 큰 편이다. (요금 : 850~1,000TL, 약 3.6만~4.3만원)"
83.0,루마니아,부쿠레슈티 무역관,"ㅇ 주소: Sos. Bucuresti-Ploiesti, 42-44, Corp A1, Et1, 013696 Bucharest, Romania (우편번호: 013696) ㅇ 전화번호: +40-21-233-2171 ㅇ 이메일: office@kotra.ro, bucharest@kotra.or.kr ","공항: 부쿠레슈티 국제공항 otopeni(henri coanda) airport헨리코안더 국제공항에서 무역관까지 약 7km 정도 거리로, 택시 승차 시 요금은 6~7유로 정도(단, 교통량에 따라 변동 가능)이며, 10~20분 정도 소요된다. 공항 출국장에서 나오면 바로 택시를 부를 수 있는 키오스크가 있으며, 이를 이용해 택시를 부름. Speed Taxk (RON2.99/km)나 Meridian Taxi (RON 2.59/km) 등 비교적 고객 평이 좋은 택시 선택을 권장한다.  키오스크를 통해 택시를 선택하면, 택시회사명, 택시번호, 택시 도착소요시간이 적힌 택시 승차표가 출력된다. 해당 승차표를 소지하고 승차장에서 기다리다가 자신이 부른 택시가 오면 승차 후, 목적지 주소를 보여주면 됨. 또는 우버, 볼트 등 승차 공유 서비스 이용 가능하다. 건물 도착 후에는 로비 Security Desk에서 방문처를 밝히고 신분증을 제시하고 1층으로 올라오면 된다."
84.0,모로코,카사블랑카 무역관 (KOTRA CASABLANCA),"  ㅇ 무역관 주소: Ghandi Mall, Boulevard Ghandi Immeuble 8, 2eme etage N.4, 20100 Casablanca, Morocco","  ㅇ 무역관 오시는 길무역관은 간디대로(Boulevard Ghandi)변에 위치한 5층 빌딩인 간디몰(Ghandi Mall)의 2층에 위치해 있다. 이 건물에는 Kartell(가구점), CIH(은행) Marjane (수퍼마켓) 등이 있으며 주변에는 모로코 카사블랑카 수도국 &#39;리덱&#39;(Lyonnaise Des Eaux de Casablanca: LYDEC)이 도보로 약 3분 거리에 위치해 있다.카사블랑카 공항(Mohammed V International Airport)에서 무역관을 찾아오려면 공항 앞에 대기하고 있는 택시(그랑 택시/백색 중고벤츠)를 이용하는 방법이 가장 편리하다. 공항에서 무역관까지는 약 30km로 이동시간은 교통상황에 따라 40분~1시간 가량이 소요된다. 렌트카 또는 차로 이동하는 경우, 무역관 주변도로에 차를 주차할 수 있다(주차요원에게 3디람(약 400원) 내외 지급하거나 주차미터기에 티켓수령). 무역관 소재 간디몰 주변은 일방통행인 도로가 많으니 방향에 유의해야 한다. 간디몰 건물 지하주차장 출구의 맞은편은 현지 고등학교이다. 주차장 출구 옆은 빈 터였다가 &#39;24년 4월부터 신축 공사 중이어 공사차량이 많고 혼잡하다.택시요금은 공항에서 시내까지 300디르함으로 고정되어 있으며, 사전에 공항환전소에서 택시요금과 비상용으로 100달러 정도는 환전해두는 것이 좋다.  ㅇ 무역관 연락처    - 주소: Ghandi Mall, Boulevard Ghandi Immeuble 8, 2eme etage N.4, Casablanca, Morocco    - 전화: +212 (0) 522 989 627 / (0) 522 984 636    - 팩스: +212 (0) 522 994 513    - E-mail: kotracasablanca@gmail.com"
85.0,말레이시아,쿠알라룸푸르 무역관,"무역관은 쿠알라룸푸르의 중심인 페트로나스 타워에서 도보로 15분, 쿠알라룸푸르 최고급 호텔인 샹그릴라 호텔 인근에 위치하고 있다. 쿠알라룸푸르 국제공항에서 무역관까지는 약 70km 정도 떨어져 있으며 자동차를 이용할 경우 약 1시간이 소요된다.   ㅇ 주소: 28th Floor, Menara Public Bank 2, No. 78, Jalan Raja Chulan, 50200, Kuala Lumpur, Malaysia.  ㅇ 전화: (+60-3) 2117-7100  ㅇ 팩스: (+60-3) 2142-2107","  ㅇ 소요시간: 60분 ~ 80분  ㅇ 방법 1: 쿠알라룸푸르 국제공항 택시 이용(KLIA1, KLIA2)    - 입국장 출구에서 GRAB (공항) 택시 탑승 후 Shangri-La 호텔까지 이동하면 KL 타워 방면으로 보이는 MENARA PUBLIC BANK 2 빌딩 28층이 쿠알라룸푸르무역관    - 요금: 일반형 75링깃, 중급형 105링깃  ㅇ 방법 2: 공항버스 이용    - 쿠알라룸푸르 국제공항1(주차장 C블록) 맨 아래층에서 탑승하여 KL 시내 도착 후, 일반택시를 이용하여 PUBLIC BANK 2 빌딩까지 이동     * 운전기사가 PUBLIC BANK 1 빌딩으로 착각할 수 있으므로 주의    - 요금: 일반형 18링깃(1시간 간격), 고급형 25링깃(15분 간격)"
86.0,헝가리,부다페스트 무역관,"  ㅇ 주소: H-1123 Budapest, Alkotas u. 50. Alkotas Point Bl, 3F(Alkotas 빌딩 B동 3층)   ㅇ 전화번호: +36-1-799-5400  ㅇ 이메일: info@koreatrade.hu  ㅇ 참고사항: Google Map에서 KOTRA 검색 시, 간혹 잘못된 주소로 안내될 수 있으므로 무역관 방문을 계획할 경우 주소와 일치하는지를 반드시 확인할 필요가 있다. 무역관 방문 시, 건물 인포데스크에서 출입증을 발급받아 B동 엘리베이터를 타고 3층으로 올라오면 되며 출입증이 없을 경우 엘리베이터 이용이 불가하다. ","  ㅇ 공항에서 무역관으로 출발 시       - 버스(1회 환승 필요): 공항에서 시내로 가는 공항버스가 있으며 100E 버스는 공항버스 티켓을 2,200포린트(약 6유로)에 구매해야 하며 200E 버스는 일반티켓으로 탑승 가능하며 450 포린트(약 1.2유로)에 구매할 수 있다. 100E 버스 기준으로 탑승 후 시내 중심 Deak Ferenc ter M에서 하차한 뒤 8E, 110, 112 버스로 환승한 다음 BAH-csomopont 에서 내려서 도보로 약 5분 거리에 무역관이 위치해 있다.     - 택시: 당일 교통상황에 따라 요금 및 소요시간이 변동될 수 있으나 통상 13,000포린트(약 34유로), 40분 내외 소요된다.    ㅇ 건물 도착 후      - 로비 인포데스크에서 방문처를 밝히고 신분증을 제시하면 출입증을 제공받을 수 있다. 무역관 담당직원 확인을 위하여 방문 전 이메일 또는 유선으로 사전에 일정을 협의하는 것을 추천한다. "
